1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.500000
1.000000 0.000000 2.499999
1.000000 0.000000 2.499999
0.999999 0.000001 2.499997
0.999998 0.000002 2.499995
0.999997 0.000004 2.499989
0.999994 0.000007 2.499979
0.999989 0.000013 2.499960
0.999979 0.000025 2.499925
0.999961 0.000046 2.499863
0.999930 0.000083 2.499755
0.999878 0.000145 2.499572
0.999791 0.000247 2.499269
0.999652 0.000411 2.498783
0.999436 0.000667 2.498026
0.999108 0.001054 2.496880
0.998628 0.001622 2.495200
0.997944 0.002429 2.492812
0.997004 0.003539 2.489526
0.995749 0.005016 2.485149
0.994130 0.006920 2.479505
0.992105 0.009297 2.472455
0.989646 0.012173 2.463915
0.986747 0.015555 2.453864
0.983418 0.019423 2.442350
0.979685 0.023741 2.429479
0.975590 0.028455 2.415402
0.971179 0.033505 2.400296
0.966505 0.038826 2.384344
0.961616 0.044357 2.367726
0.956558 0.050043 2.350603
0.951371 0.055835 2.333116
0.946087 0.061694 2.315380
0.940733 0.067589 2.297491
0.935331 0.073493 2.279520
0.929897 0.079389 2.261525
0.924443 0.085261 2.243547
0.918978 0.091099 2.225619
0.913511 0.096895 2.207764
0.908045 0.102644 2.189999
0.902586 0.108340 2.172337
0.897135 0.113981 2.154788
0.891697 0.119564 2.137358
0.886271 0.125088 2.120053
0.880860 0.130551 2.102877
0.875466 0.135951 2.085833
0.870088 0.141289 2.068924
0.864728 0.146564 2.052152
0.859387 0.151774 2.035517
0.854066 0.156920 2.019022
0.848764 0.162002 2.002668
0.843483 0.167018 1.986454
0.838223 0.171970 1.970382
0.832984 0.176856 1.954451
0.827767 0.181677 1.938662
0.822572 0.186434 1.923015
0.817399 0.191125 1.907510
0.812249 0.195752 1.892145
0.807122 0.200314 1.876922
0.802018 0.204811 1.861839
0.796936 0.209244 1.846895
0.791878 0.213614 1.832091
0.786844 0.217919 1.817425
0.781832 0.222162 1.802897
0.776844 0.226341 1.788506
0.771880 0.230458 1.774250
0.766939 0.234512 1.760130
0.762022 0.238505 1.746143
0.757129 0.242436 1.732290
0.752259 0.246306 1.718568
0.747413 0.250115 1.704978
0.742590 0.253864 1.691518
0.737791 0.257552 1.678186
0.733016 0.261182 1.664983
0.728264 0.264752 1.651907
0.723536 0.268263 1.638956
0.718832 0.271716 1.626130
0.714150 0.275111 1.613428
0.709493 0.278449 1.600848
0.704858 0.281730 1.588390
0.700247 0.284954 1.576052
0.695660 0.288122 1.563834
0.691095 0.291235 1.551734
0.686554 0.294292 1.539751
0.682036 0.297294 1.527884
0.677541 0.300242 1.516132
0.673069 0.303136 1.504494
0.668621 0.305976 1.492969
0.664195 0.308764 1.481555
0.659791 0.311498 1.470252
0.655411 0.314180 1.459059
0.651053 0.316811 1.447975
0.646718 0.319390 1.436998
0.642406 0.321918 1.426127
0.638116 0.324396 1.415362
0.633849 0.326823 1.404701
0.629604 0.329201 1.394144
0.625381 0.331530 1.383689
0.621180 0.333810 1.373335
0.617002 0.336041 1.363082
0.612846 0.338225 1.352927
0.608711 0.340360 1.342871
0.604599 0.342449 1.332913
0.600508 0.344491 1.323050
0.596440 0.346487 1.313283
0.592393 0.348437 1.303610
0.588367 0.350341 1.294031
0.584363 0.352200 1.284544
0.580381 0.354015 1.275148
0.576420 0.355785 1.265843
0.572480 0.357511 1.256627
0.568562 0.359194 1.247500
0.564664 0.360834 1.238461
0.560788 0.362431 1.229508
0.556933 0.363986 1.220642
0.553099 0.365499 1.211860
0.549286 0.366971 1.203162
0.545493 0.368401 1.194548
0.541722 0.369791 1.186016
0.537970 0.371140 1.177566
0.534240 0.372450 1.169196
0.530530 0.373720 1.160906
0.526841 0.374951 1.152695
0.523172 0.376142 1.144562
0.519523 0.377296 1.136506
0.515894 0.378411 1.128528
0.512286 0.379489 1.120624
0.508698 0.380529 1.112796
0.505131 0.381533 1.105043
0.501583 0.382499 1.097363
0.498055 0.383430 1.089756
0.494548 0.384325 1.082221
0.491061 0.385184 1.074758
0.487594 0.386008 1.067366
0.484147 0.386797 1.060044
0.480720 0.387551 1.052793
0.477314 0.388271 1.045612
0.473928 0.388958 1.038500
0.470563 0.389611 1.031458
0.467220 0.390230 1.024485
0.463897 0.390817 1.017582
0.460597 0.391372 1.010748
0.457319 0.391894 1.003986
0.454065 0.392384 0.997295
0.450836 0.392842 0.990678
0.447632 0.393269 0.984137
0.444457 0.393665 0.977675
0.441312 0.394030 0.971296
0.438201 0.394365 0.965007
0.435128 0.394669 0.958816
0.432102 0.394944 0.952736
0.429129 0.395187 0.946785
0.426239 0.395404 0.941012
0.423481 0.395579 0.935535
0.421135 0.395733 0.930851
0.420143 0.395749 0.928942
0.424266 0.395609 0.937006
0.435555 0.394583 0.959741
0.438453 0.394422 0.965428
0.424908 0.395559 0.938326
0.412648 0.395871 0.914252
0.399499 0.398057 0.888230
0.313249 0.392030 0.722244
0.441030 0.394004 0.970792
0.429135 0.395161 0.946916
0.405847 0.396799 0.900420
0.449070 0.393651 0.986623
0.408796 0.396432 0.906377
0.436060 0.394597 0.960687
0.421370 0.395660 0.931383
0.428054 0.395205 0.944698
0.425514 0.395388 0.939630
0.426359 0.395333 0.941308
0.426148 0.395353 0.940879
0.426216 0.395354 0.941007
0.426231 0.395360 0.941027
0.426251 0.395366 0.941056
0.426274 0.395372 0.941090
0.426293 0.395378 0.941118
0.426315 0.395385 0.941150
0.426334 0.395391 0.941177
0.426353 0.395397 0.941206
0.426369 0.395403 0.941228
0.426384 0.395408 0.941249
0.426395 0.395413 0.941262
0.426407 0.395418 0.941277
0.426411 0.395423 0.941278
0.426420 0.395427 0.941290
0.426418 0.395432 0.941281
0.426424 0.395436 0.941289
0.426417 0.395440 0.941271
0.426417 0.395443 0.941270
0.426402 0.395447 0.941238
0.426386 0.395450 0.941205
0.426353 0.395453 0.941142
0.426309 0.395457 0.941053
0.426277 0.395459 0.940994
0.426252 0.395460 0.940947
0.426299 0.395456 0.941044
0.426349 0.395453 0.941144
0.426376 0.395451 0.941202
0.426361 0.395449 0.941178
0.426288 0.395448 0.941044
0.426350 0.395440 0.941175
0.426417 0.395438 0.941307
0.426313 0.395451 0.941093
0.426306 0.395449 0.941085
0.426393 0.395428 0.941284
0.426327 0.395416 0.941179
0.426279 0.395420 0.941085
0.426372 0.395436 0.941237
0.426387 0.395457 0.941234
0.426327 0.395447 0.941138
0.426315 0.395394 0.941200
0.426274 0.395352 0.941189
0.426264 0.395376 0.941136
0.426383 0.395459 0.941232
0.426458 0.395528 0.941265
0.426394 0.395488 0.941208
0.426248 0.395332 0.941179
0.426091 0.395192 0.941103
0.426125 0.395232 0.941105
0.426406 0.395478 0.941250
0.426686 0.395748 0.941355
0.426700 0.395759 0.941364
0.426317 0.395398 0.941209
0.425761 0.394891 0.940958
0.425539 0.394678 0.940872
0.425959 0.395070 0.941050
0.426862 0.395909 0.941437
0.427594 0.396585 0.941757
0.427443 0.396448 0.941686
0.426270 0.395357 0.941186
0.424722 0.393923 0.940518
0.423938 0.393196 0.940181
0.424746 0.393944 0.940530
0.426981 0.396018 0.941488
0.429407 0.398267 0.942534
0.430368 0.399159 0.942945
0.428850 0.397751 0.942293
0.425242 0.394404 0.940740
0.421322 0.390768 0.939054
0.419382 0.388969 0.938219
0.420967 0.390439 0.938900
0.425925 0.395037 0.941033
0.432295 0.400945 0.943771
0.437130 0.405429 0.945851
0.437837 0.406085 0.946154
0.433401 0.401969 0.944246
0.424920 0.394103 0.940597
0.415256 0.385141 0.936441
0.407969 0.378381 0.933306
0.406015 0.376569 0.932465
0.410724 0.380936 0.934489
0.421388 0.390826 0.939076
0.435539 0.403950 0.945161
0.449721 0.417104 0.951261
0.460459 0.427063 0.955879
0.465083 0.431351 0.957867
0.462228 0.428703 0.956639
0.451927 0.419148 0.952208
0.435374 0.403796 0.945088
0.414496 0.384431 0.936108
0.391469 0.363075 0.926204
0.368318 0.341602 0.916246
0.346640 0.321496 0.906922
0.327494 0.303738 0.898687
0.311406 0.288817 0.891768
0.298465 0.276815 0.886202
0.288458 0.267534 0.881898
0.280995 0.260612 0.878688
0.275622 0.255628 0.876377
0.271889 0.252165 0.874771
0.269393 0.249850 0.873698
0.267794 0.248367 0.873010
0.266820 0.247463 0.872591
0.266259 0.246942 0.872349
0.265953 0.246659 0.872218
0.265795 0.246511 0.872150
0.265711 0.246433 0.872114
0.265660 0.246386 0.872092
0.265622 0.246350 0.872076
0.265589 0.246319 0.872062
0.265560 0.246292 0.872049
0.265537 0.246271 0.872040
0.265522 0.246256 0.872034
0.265515 0.246250 0.872031
0.265516 0.246251 0.872032
0.265523 0.246257 0.872035
0.265535 0.246267 0.872040
0.265548 0.246279 0.872046
0.265561 0.246291 0.872052
0.265574 0.246303 0.872058
0.265586 0.246314 0.872063
0.265596 0.246322 0.872067
0.265604 0.246329 0.872070
0.265610 0.246334 0.872073
0.265614 0.246338 0.872075
0.265617 0.246340 0.872077
0.265618 0.246341 0.872078
0.265618 0.246341 0.872079
0.265618 0.246341 0.872079
0.265616 0.246339 0.872080
0.265614 0.246337 0.872080
0.265612 0.246335 0.872080
0.265609 0.246332 0.872079
0.265606 0.246329 0.872079
0.265603 0.246326 0.872078
0.265600 0.246322 0.872077
0.265596 0.246319 0.872076
0.265593 0.246316 0.872074
0.265590 0.246312 0.872073
0.265587 0.246309 0.872072
0.265584 0.246306 0.872071
0.265581 0.246303 0.872069
0.265579 0.246300 0.872069
0.265576 0.246298 0.872068
0.265574 0.246296 0.872068
0.265572 0.246294 0.872068
0.265571 0.246292 0.872068
0.265569 0.246291 0.872069
0.265568 0.246289 0.872069
0.265566 0.246288 0.872070
0.265566 0.246287 0.872072
0.265563 0.246286 0.872066
0.265566 0.246284 0.872079
0.265560 0.246285 0.872063
0.265560 0.246283 0.872068
0.265567 0.246280 0.872092
0.265551 0.246283 0.872043
0.265557 0.246280 0.872065
0.265571 0.246275 0.872111
0.265539 0.246285 0.872012
0.265531 0.246288 0.871987
0.265549 0.246281 0.872046
0.265493 0.246299 0.871869
0.265432 0.246323 0.871667
0.265492 0.246303 0.871864
0.265576 0.246268 0.872154
0.265548 0.246281 0.872054
0.265491 0.246311 0.871843
0.265530 0.246296 0.871972
0.265573 0.246257 0.872163
0.265528 0.246256 0.872045
0.265511 0.246290 0.871917
0.265590 0.246309 0.872063
0.265618 0.246312 0.872121
0.265530 0.246287 0.871951
0.265470 0.246218 0.871953
0.265458 0.246166 0.872040
0.265427 0.246181 0.871934
0.265482 0.246237 0.871965
0.265575 0.246289 0.872109
0.265592 0.246328 0.871982
0.265602 0.246310 0.871894
0.265763 0.246596 0.872701
0.265963 0.247102 0.873870
0.264769 0.244478 0.867279
0.262741 0.240059 0.856055
0.272271 0.261328 0.910627
0.294319 0.312045 1.042878
0.210164 0.136132 0.595714
0.131687 0.007513 0.269650
0.125152 0.000161 0.250425
0.125003 0.000003 0.250008
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
0.125000 0.000000 0.250000
